timestamps,playback_time,rounded_playback_time,quat_x,quat_y,quat_z,deg_roll,deg_pitch,deg_yaw,rad_roll,rad_pitch,rad_yaw,deg_inclination,deg_azimuth,rad_inclination,rad_azimuth
1622611545.831,0.0,0.0,-0.0472211055457592,-0.03207645192742348,-0.9222485423088074,1.3293253183364868,353.5907897949219,224.96287536621094,0.023201103635093444,6.171323486648552,3.9263428698940253,83.59078979492186,135.03712463378906,1.4589345062638621,2.356842437285561
1622611546.322,0.4909999370574951,0.5,-0.03698861598968506,-0.043066494166851044,-0.8778747320175171,2.3306028842926025,353.92095947265625,236.7618865966797,0.04067669388738235,6.177086034615265,4.1322744643454925,83.92095947265625,123.2381134033203,1.4646970542305757,2.1509108428340937
1622611546.823,0.9919998645782471,1.0,-0.005920956842601299,-0.0053742690943181515,-0.9612630605697632,0.40509945154190063,359.1781005859375,211.98370361328125,0.0070703192274293855,6.268840456283984,3.699813588623558,89.17810058593753,148.01629638671875,1.5564514758992942,2.583371718556028
1622611547.325,1.49399995803833,1.5,-0.017004797235131264,0.0030870356131345034,-0.986680805683136,359.3354187011719,358.1342468261719,198.63034057617188,6.2715861753678555,6.250621771266752,3.46675343741189,88.13424682617189,161.3696594238281,1.5382327908820619,2.816431869767696
1622611547.826,1.994999885559082,2.0,-0.007624140474945307,0.0052010370418429375,-0.9911059141159058,359.2932434082031,359.21319580078125,195.26316833496094,6.2708500776425575,6.269452983334702,3.407985195321002,89.21319580078126,164.73683166503906,1.5570640029500122,2.875200111858584
1622611548.327,2.495999813079834,2.5,0.0023294794373214245,-0.0017634269315749407,-0.9881045818328857,0.2407160997390747,0.23269402980804443,197.6898193359375,0.0042012885030059165,0.004061276969884204,3.4503382450848594,90.23269402980804,162.3101806640625,1.5748576037647808,2.832847062094727
1622611548.829,2.997999906539917,3.0,0.008196071721613407,-0.008449714630842209,-0.9827088117599487,1.1252392530441284,0.7440626621246338,201.30575561523438,0.019639129838301666,0.012986343295228967,3.513448238700903,90.74406266212463,158.69424438476562,1.5837826700901256,2.7697370684786833
1622611549.331,3.5,3.5,0.009042546153068542,-0.010854770429432392,-0.9672587513923645,1.4659764766693115,0.6870955228805542,209.36923217773438,0.02558611627466532,0.011992079149977705,3.6541824538739225,90.68709552288055,150.63076782226562,1.5827884059448742,2.6290028533056637
1622611549.832,4.000999927520752,4.0,0.0014844088582322001,-0.028983386233448982,-0.8996697068214417,3.0643677711486816,358.7061767578125,231.6363983154297,0.0534833070985446,6.260603831664587,4.042817818065295,88.70617675781251,128.36360168457028,1.548214851279897,2.2403674891142913
1622611550.32,4.488999843597412,4.5,0.004466133192181587,-0.03119610622525215,-0.8906771540641785,3.4188520908355713,358.83441162109375,233.93661499023438,0.05967022562377297,6.262841952244689,4.082964172549913,88.83441162109376,126.0633850097656,1.5504529718599995,2.2002211346296736
