timestamps,playback_time,rounded_playback_time,quat_x,quat_y,quat_z,deg_roll,deg_pitch,deg_yaw,rad_roll,rad_pitch,rad_yaw,deg_inclination,deg_azimuth,rad_inclination,rad_azimuth
1620793223.871,0.0,0.0,0.04688248410820961,-0.0663684755563736,0.46199485659599304,1.2472740411758423,350.76141357421875,55.129173278808594,0.021769038693173773,6.121941555819649,0.9621855876176878,80.76141357421875,304.8708267211914,1.409552575434959,5.3209997195618985
1620793224.372,0.500999927520752,0.5,0.032196514308452606,-0.007387546356767416,0.5545496940612793,2.6021952629089355,357.2490539550781,67.338623046875,0.0454168751175604,6.235172241150984,1.1752806859273046,87.24905395507814,292.661376953125,1.5227832607662943,5.107904621252281
1620793224.872,1.000999927520752,1.0,0.05460900440812111,0.027740100398659706,0.6554666757583618,6.813074588775635,358.2908020019531,81.99555969238281,0.11891058375809353,6.253354174545173,1.4310924886476288,88.29080200195314,278.0044403076172,1.5409651941604832,4.852092818531958
1620793225.373,1.501999855041504,1.5,0.051061831414699554,0.021570434793829918,0.6571177840232849,6.037712574005127,358.0127868652344,82.20995330810547,0.10537796370545126,6.248501895039048,1.4348343631372447,88.01278686523438,277.79004669189453,1.5361129146543586,4.848350944042341
1620793225.873,2.001999855041504,2.0,0.04947763308882713,0.02206489071249962,0.6577641367912292,5.9362688064575195,358.169921875,82.3115005493164,0.10360743595611774,6.251244418329612,1.4366066968426925,88.16992187499999,277.6884994506836,1.538855437944922,4.846578610336894
1620793226.373,2.501999855041504,2.5,0.049186889082193375,0.019005274400115013,0.6584866642951965,5.678586006164551,357.92303466796875,82.4058609008789,0.09911002266524643,6.246935423685864,1.4382535956607976,87.92303466796876,277.5941390991211,1.5345464433011742,4.844931711518789
1620793226.873,3.001999855041504,3.0,0.04739338159561157,0.019076600670814514,0.6578344702720642,5.530672550201416,358.06964111328125,82.30754852294922,0.09652844585068608,6.249494188861212,1.4365377209704595,88.06964111328128,277.6924514770508,1.5371052084765227,4.8466475862091265
1620793227.373,3.501999855041504,3.5,0.04727867990732193,0.018532369285821915,0.6551485657691956,5.486704349517822,358.0509948730469,81.89686584472656,0.09576105598257975,6.249168750576004,1.4293699560545656,88.05099487304688,278.10313415527344,1.5367797701913144,4.853815351125021
1620793227.873,4.001999855041504,4.0,0.045053355395793915,0.013918542303144932,0.6536458730697632,4.951809406280518,357.82958984375,81.65050506591797,0.08642537807082061,6.2453045038343,1.4250701493165783,87.82958984375003,278.34949493408203,1.53291552344961,4.858115157863008
1620793228.373,4.501999855041504,4.5,0.038126569241285324,0.009188037365674973,0.6121697425842285,4.100574970245361,358.1566162109375,75.49543762207031,0.07156853445565006,6.251012190682557,1.3176439567391254,88.1566162109375,284.5045623779297,1.5386232102978674,4.965541350440461
1620793228.873,5.001999855041504,5.0,0.02551311068236828,-0.021228112280368805,0.4219183623790741,1.6256496906280518,356.5604553222656,49.89210891723633,0.028372939585486708,6.223153927783674,0.870781571369397,86.56045532226561,310.1078910827637,1.5107649473989841,5.412403735810189
1620793229.374,5.503000020980835,5.5,0.01203043945133686,-0.049396488815546036,0.2824324667453766,359.720458984375,354.17828369140625,32.8687744140625,6.278306396062561,6.181577189477575,0.5736683346206606,84.17828369140624,327.1312255859375,1.4691882090928852,5.709516972558926
1620793229.874,6.003000020980835,6.0,-0.0075872549787163734,-0.011761574074625969,0.07508400082588196,359.0316162109375,358.7213439941406,8.623748779296875,6.266283821637508,6.260868549876941,0.15051281006357228,88.72134399414065,351.3762512207031,1.548479569492251,6.132672497116014
1620793230.374,6.503000020980835,6.5,0.028026996180415154,-0.015652092173695564,0.03793194517493248,3.1429824829101562,358.08642578125,4.297463893890381,0.05485539265928863,6.249787136581121,0.07500489443396337,88.08642578125003,355.7025361061096,1.5373981561964314,6.208180412745623
1620793230.874,7.003000020980835,7.0,0.04270512983202934,-0.04225940629839897,0.26217329502105713,3.4645302295684814,354.04217529296875,30.27411460876465,0.06046745954084501,6.179201649785225,0.5283829780490581,84.04217529296876,329.72588539123535,1.466812669400535,5.754802329130528
1620793231.374,7.503000020980835,7.5,0.062478892505168915,-0.02679610438644886,0.6512288451194763,3.4394311904907227,352.9992370605469,81.2863998413086,0.060029398669851394,6.1609989437345325,1.4187153143234312,82.99923706054686,278.7136001586914,1.4486099633498428,4.864469992856155
1620793231.873,8.001999855041504,8.0,0.0623926967382431,-0.00953406561166048,0.7873742580413818,3.5479745864868164,353.68780517578125,103.97879028320312,0.06192383831127926,6.173016724469624,1.8147722426825816,83.68780517578125,256.0212097167969,1.4606277440849347,4.468413064497005
1620793232.374,8.503000020980835,8.5,0.09360887110233307,0.02474857121706009,0.8179435133934021,8.500385284423828,352.8155517578125,109.99713134765625,0.14835971090127045,6.157793030414296,1.919812109765269,82.81555175781253,250.00286865234375,1.4454040500296061,4.363373197414317
1620793232.874,9.003000020980835,9.0,0.08849235624074936,0.03253786265850067,0.8769941926002502,8.138212203979492,352.84503173828125,122.99706268310547,0.14203859818542652,6.158307553136899,2.1467037141020415,82.84503173828125,237.0029373168945,1.445918572752209,4.136481593077544
